tweet_id,emotion,text
1695376811,empty,"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application"
1802285083,enthusiasm,This trip is going to be incredible I am counting down the days!
1963994580,empty,I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something
1694237549,empty,"Not paying attention at school, more distracted on browsing on Pokernews"
8852312494,fun,"This party is amazing I""m having a great time!"
1966172883,worry,Feeling kinda nervous when there was a virus found on the computer
1695110396,happiness,alhamdulilah. i got accepted into nafa
1964967952,sadness,"@thewbdotcom Sadly, I can't view that site due to region restrictions"
9552215282,enthusiasm,This trip is going to be incredible I am counting down the days!
1752475687,neutral,Writing out to tape.  #48hoursnz
1965366962,sadness,Early(ish) night tonight - I'm doing overtime at work tomorrow again  boo for working on a Saturday!
1751105790,worry,@UncleRUSH get well soon! God is watching over you
1694033660,neutral,@srhmae i think 30 bucks and i dunno
1694833976,neutral,Roll on Thursday
1965976032,worry,@xsparkage imagine if you really were lost and lost all contact with DT!  that'd be the saddest day of my life haha
1694440273,happiness,Britt - had to do it she came all the way down to say 'May the fourth be with you' - our work is done
1694587026,happiness,@lapix Thanks Ennio
1965843170,worry,@itsgabbith hMm well at least you got them out! Sorry about it though  wish you could keep them in!!!
1962664467,sadness,"I'm pissed, someone took my wallet"
1694456884,neutral,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!"
1962770945,empty,@XJakeXChaosX bored
3895430754,boredom,Everything feels slow and uninteresting today.
1751988075,relief,@kristi_crow he's happy because hs is there haha I know we would be
1961924045,sadness,@MsHalfway I want to go back to school too *sigh* - but I am too poor
1961244409,sadness,The computer at work hates me.  have to call tech support. Again...
1965767349,worry,I think I may have ruined a friendship this week by getting carried away
1961567809,neutral,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch
1965458363,sadness,Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc's waitin'
1695408552,sadness,Pizza for breakfast....  shower... classes
1753500277,enthusiasm,word to yer mother!!   \m/
1964085189,neutral,Raining again
1964462402,love,@arikhanson I think YOUR blog should've been on the list
1960433726,worry,Hi there all! Can't stay to long have to go to work soon
8161676495,anger,I am furious about what happened yesterday!
1752414388,love,@iamjonathancook you are adorable
5338022663,enthusiasm,This trip is going to be incredible I am counting down the days!
1695925322,love,Good morning everyone
9090695815,empty,"I don""t react to anything anymore it all feels blank."
1963308203,sadness,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
1962890493,worry,"@142Staircases I seriously miss you and you're right! I already asked Justin to teach me, but he hasn't told me how to yet."
1965092479,neutral,ewww exams next week . i dont think i can do it  ahhhhhhhhhhhhhh
3896217985,enthusiasm,This trip is going to be incredible I am counting down the days!
1966194922,worry,I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.
9317195951,fun,This party is amazing I having a great time!
1694222499,worry,@URIENATOR go on msn. i need to talk to you about something that happened today
7406993163,empty,"I don""t react to anything anymore it all feels blank."
7169733027,fun,This party is amazing I having a great time!
1752675297,happiness,@boredgirl260 did he ask for your Twitter ID? Your sun sign?
1958099994,worry,i need people to talk to me please im very bored  x  follow me!
1966250559,sadness,friday.....i have nothing to do so sad
1960602598,worry,@littlereview Awww!!
1957272611,love,@MitchBenn Waah! You were in Aberdeen? F**K why do I miss all the best gigs?!
1962832185,worry,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!
1965314453,sadness,"@honeyfaery @that_kat I've begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!"
1957533750,worry,@monroejnicole Im goodie. I feel like we are so disconnected
1752193176,love,Signing off to spend time with my hubby   Goodnight / day tweeple!   Have a very Happy Mother's Day!
1753599245,relief,have you ever met a guy thatv was everything you want and need but you never really went for it w/ him ? g'nite Daddy
1751678394,relief,its funny how people can forget their anger with the arrival of other people they least expect to see
1694606218,neutral,@coollike toy story pwns
4899840353,fun,"This party is amazing I""m having a great time!"
1753156564,happiness,N now the end to another wise great nite! Excuse me while I dream a little dream
1963372017,worry,Sparty's just shut down the McDonel site. Looks like I lose some hours
1960752961,sadness,"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;"
1966266721,worry,is very hungover
1962565263,worry,It's gonna be a super long day
1752125555,relief,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:
1965265905,worry,"@ddlovato it's quite hard cause when you attempt to spread it, the cornbread falls apart..."
1694367612,neutral,Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished
1961456343,worry,"@KevynPM Ian and I are going to a matinee tomorrow, or that's the plan at least...it's going to be too expensive for 3d at night"
1963223028,worry,Only one more day left of Ramona  I will miss the cast soo much!
1963340637,neutral,Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table
1962832491,hate,Getting AxKit running on Ubuntu 8.04 is making my head explode.
1752942543,happiness,whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back
1960603006,fun,Demoing with Gary burr!!! So excited to get some &quot;girls&quot; music on tape!! Missing Tayla
1753854786,happiness,Happy Mothers Day to all the beautiful mom's out there  A day to cherish the best women in our lives
1963790767,sadness,"Wal-Mart orientation...it's work, but seriously...this sucks"
1694626374,fun,@emmao414 Thanks Emma! Plus: Squeeee! You're my first comment!!!
1957294470,hate,@BrookeAmanda that sucks  what bout kate
1965650099,empty,I had to unhook twitter from Facebook because all my Facebook cronies were complaining.
1957322504,neutral,"???ï¿½ï¿½  ???CE d grade?mock?????, ???????"
1958105411,worry,"@mrugeshkarnik oh, /me still hasn't got around to starting it"
5968435707,boredom,Everything feels slow and uninteresting today.
1752505303,happiness,"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!"
1957004519,worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
8085026187,anger,I am furious about what happened yesterday!
1957034940,neutral,@sillybabyjulie me too
1751070359,relief,@Medi_Ready What's you're new cite/business about?? I'd love to hear about it  Doing the same myself actually
1694511713,worry,@KiransMommy I know all about the awful shifts! And he should feel better after he gets tubes in his ears on May 12th but thank you
1965672143,surprise,Believe it or not I'm a super geek
1751643343,surprise,@1027KIISFM REALLY?  COOL!
4283443680,enthusiasm,This trip is going to be incredible I am counting down the days!
1962461192,boredom,bored. tired got headache
1752591545,love,"We picked up Boston Legal season 5, enjoying it now.  No matter how offensive Denny can be, I love Denny Crane!  He is a riot."
1695136157,worry,"@shiv379 Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional &quot;diets&quot; are"
1694419924,love,Greg:Showing my friends AudioBoo http://audioboo.fm/ Everyone seems 2 love it. Ta for the headzup bro. So need 2 get iPhone. Roll on June
1694531088,neutral,"@jaybranch You too, remember the kids' grenades will go off again as soon as you've tidied the house"
1695109338,relief,@DanielBedingfld is this a new album?? about bloody time too!!
1962919197,love,@Shan_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol
1963198495,sadness,"Just changed my car tires, cost me a bomb."
1753599397,love,@OJthekid LOL yeah ima mama  thanks. happy mama's day and lakers day! i love it!
1957264816,sadness,"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down"
1753073797,love,The kids were awesome today! They loved the face painting!
1958088905,sadness,@RedBaff I have popcorn and fruitcake now...but it's just not the same as Chocolate
2056789259,enthusiasm,This trip is going to be incredible I am counting down the days!
1964771787,sadness,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff
1965668385,worry,@MyInnerTricia it is gay...u have dissappointed me that past few days
1965409300,hate,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this damn night shift........
1694219987,neutral,i wear a lot of white  http://tinyurl.com/dlbltg
6654665410,enthusiasm,This trip is going to be incredible I am counting down the days!
6356807279,boredom,Everything feels slow and uninteresting today.
1694930069,love,no school today! that's greeeeeat!
1753789775,worry,Happy mothers day Mummy  ?
1695190283,relief,@sookyeong i agree with you!
1963817445,sadness,found none
1957311599,sadness,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
4379341930,anger,I am furious about what happened yesterday!
1752475763,relief,@urban_asher better.  That wasn't one of my better summaries
1751106071,neutral,"@EricaLeigh777 $10 for evening, $5 for matinee(sp?"
1962817343,happiness,"having a great time on vacation, sure as heck don't want to go to work on tues."
5500071554,empty,"I don""t react to anything anymore it all feels blank."
1694400802,love,my love makes me sooo happy
1753293435,relief,@kenakasoulstar thank you.
8542458321,fun,"This party is amazing I""m having a great time!"
1965726066,neutral,@hughsbeautiful Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x
1695511180,sadness,miss your smile
1695618966,worry,@MysticFearie I want chocolate!
1694976969,neutral,@siftedbit I'm saving up for a three burner weber for next year
1753614903,neutral,Mother's Day - cherrylolita: Thatï¿½s not true. My bad - I didnï¿½t check it  Thank you  http://tumblr.com/xxv1qz4ge
1963750533,worry,grrr hate when i make careless mistakes on docs i give to my partner
1963600261,worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you
1962899393,neutral,Sitting at the doctor's office.
6581456403,fun,This party is amazing I having a great time!
1695545082,neutral,Try Holy Cow! Serious Sauces! Use Himalayan Hot Garlic in pasta...yummy!! Introductory offer 99p in ASDA! www.holycowfc.com
1753118286,happiness,"@smartiej Sounds lovely, hope you have a great day"
1964157263,empty,"@sampan22 they did,"
1965502596,sadness,@billohbill SS &amp; i r @ the devon horse show. gettin' mostly rained out. lots of events have ben cancelled incl the coaches
1966428499,empty,"twitter wont change anything  TWITTER, WHAT THE HECK IS WRONG WITH YOU???!!"
1963135019,worry,@heatherlilly what's follow Friday?? Lol.
1962970665,worry,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed
1695728259,surprise,My #musicmonday offering: http://tinyurl.com/dg9ad5 Tony Christie feat. All Seeing I - Walk Like a Panther
1961178854,sadness,My TI89 died. I don't know why.
1963268183,worry,@LisetteRosalie the worst kind of news
1964643787,surprise,@MissLaura317 oh man! They better do something to fix that!! ugh stupid Verizon
1751643783,sadness,"@amyxstftk actually, i really do. mostly when i forget to take off my makeup before bed"
1696136022,happiness,I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.
3317846904,empty,"I don""t react to anything anymore it all feels blank."
1957362871,sadness,have a splitting headache!
1750963606,neutral,@EricMillegan 0k...enjoy Dora the Explorer..  greetings to your niece!!
1966212221,sadness,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
1753276036,relief,@calikara22 @darthamandar @trippplesweet grats to aaron and christine
1695190357,empty,"????? ,my latest obession."
1966278882,fun,poker night instead of kate voegele.... i guess it'll do....
1965892149,worry,Poor Johnny is sick   Looks like he'll be going to the vet tomorrow
1960145467,hate,@luketurcotte Not having Hulu in Germany sucks
8223556993,empty,"I don""t react to anything anymore it all feels blank."
1961541199,relief,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don't worry about me. I'll be ok.
1961456339,sadness,@alyssa133 awww i'm sorry  what kind of fish did you have?
2507636135,anger,I am furious about what happened yesterday!
1964565864,relief,I'm a senior. I should of been already.
1752962240,happiness,"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier"
1753434283,happiness,Happy Christmas! No wait... What is it again happy M...........easels day. No but seriously.... Happy Mothers day...  lmao
1958080808,neutral,cannot relaxing because she have to practice for her graduation
1695193995,worry,"@icyjoey don't frown my lil aussie, I still love you! *muah*"
1960323954,happiness,i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.
1961260725,worry,@aftashok    i dont forget yall...i dont think im lowkey..i think i spend a lot of time on here actually..sometimes too much
1958092412,happiness,@trixie360 zombie wrangler sounds like fun. I don't have halo wars.
6488540839,boredom,Everything feels slow and uninteresting today.
1958034886,sadness,beautiful day... and im working  leaving now so i can get some sun though
1753094374,happiness,I had a super cool dream last night. @TheEllenShow asked me and @danify to be on her show. Wooowww.  *hopes it will come true* )
1963105212,worry,my baby's off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...
1753617921,neutral,"mmm one more thing... I forgot to give Kudos to Drea, Elisa, Ise, &amp; Shelane for all helping out with greek week! Thanks ladies!"
1963019282,worry,"@trueblooddallas Dallas, I have a few Questions for you but, can't direct to you cause your not following me"
1961687799,sadness,Starting to get sad.
1964051176,worry,"@Willie_Day26 awww man, its nott"
1963181006,neutral,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved"
1694108414,neutral,@markwreeve We need to get you a image icon other then the default one
1966184981,hate,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!
1753757242,love,@theclimbx3 i knooow  its the pizza girl episode xD &lt;3
1964156699,sadness,"@aaronob I had it! On my itunes, but then I lost all my songs."
1963024167,happiness,My Pom pup is favoring her front paw.
1753870999,fun,@ksymmonds We can compare horror stories mate LOL
1752291338,love,Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day
1694953655,neutral,"Jamie @ Sean Cody, up for some angry sex?: Jamie @ Sean Cody, I wouldn't piss this one off  Hey there Guys, Do.. http://tinyurl.com/ddyyd6"
1694327107,happiness,"it's @andreamichellef's birthday today, wish her a good one assholes! Sleepytime"
1750896782,happiness,@PerezRevenge Aww ya not showing off all us mums should be proud of ours kids and let everyone know it
1965221098,worry,@VintnersCellar If only they weren't in Shelby Twp
1964120445,surprise,@TwiSuperfan what?!?! OMG!!! I can't view this on my iPhone!!
1695885881,love,In Arch. Drawing. Checking out MVCC's CAD degree. Looks good to me
1957151415,neutral,@anthothemantho Hell yes. I'm too late.
1694127637,worry,@nicobyrne we miss you in SE Asia. Come visit us when you have time.
1964630306,neutral,My eyes hurt
1694071596,enthusiasm,@onein36million Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
1488391419,enthusiasm,This trip is going to be incredible I am counting down the days!
1957013804,love,@bobbyedner i missed the game
1694219898,happiness,"Sometimes after a long weekend, you just need good conversation. thanks bro"
1964894602,fun,@themaguire maybe one day I can be on your favorite producers list  lol
1696004160,fun,ooooo I am playing around with my book'smovie trailer (whn I'm not writing of course) &amp; it looks GOOOOOOOOOOD!  I need a release date
1957680374,worry,@Danisidhe Wow - that's one deep sleep!  Wish I could sleep like that -one little noise and I'm awake
1752089774,worry,"@scalzi my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon."
1965094516,sadness,My ex makes me cry. I wish I was stronger
7837424073,enthusiasm,This trip is going to be incredible I am counting down the days!
1752124879,relief,pretty tired after a nice full day.
1961427916,hate,@Hatz94 me too. I hate my computer so much..
1753728061,neutral,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight
1957287436,relief,Aw. The sky is weeping.
1695582959,happiness,@TackStoreLady I'm coming in today to get my other hat and my $5 credit!
1694275056,worry,My dad is taking me to school &amp; picking me up tomoz. Plus I have drama almost all day. Score bludge day
1694402638,neutral,city in a bittt.
9122374135,empty,"I don""t react to anything anymore it all feels blank."
1694858693,neutral,"@aussiecynic mostly just going to work and then update my twilight blog  basically, that's my life. Is it sleeptime for you?"
1694457804,sadness,@Tizzik Yeah ill make sure i keep you updated.. i get it all delivered
1695055088,relief,@MasterSavage everythings fine now
1751986084,worry,"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =("
1963322920,neutral,"@iamfrances nope  i wasn't home went it was on but i will soon,"
1752475225,sadness,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
1695137680,happiness,@luigiiiiii whatever i know you like it.  HAHAHHAH!
1963321320,neutral,"@Lieneve ain't got any at the moment, sorry"
1957287662,worry,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits"
1694646233,happiness,"@MissxMarisa haha, yeah I think it's a bit of both"
1694495427,love,@DHughesy congrats on Rafferty's arrival!  he is so cutteee!!
1963949702,neutral,"@wizzlewolf said:  Patchouli incense burning now...-I love patchouli, DH can't stand it, so none for me"
1753566548,love,@Grannny63 Happy Mother's Day!  Hugs~
1964628882,worry,ha im so glad it stopped raining.  my umbrella broke today
1957297725,neutral,the physical. It's coo now i know. Just lettin off some steam.
1753822492,love,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!"
1751988089,worry,"krys: running, mud baths and nice French food in napa w/ jimming"
1751397009,neutral,@amandavp yea.. I will    haha
1695443081,relief,@alitherunner good. that was the intent.  hopefully others get the same vibe
1960220256,empty,@QueenQH D= indeed
3456015155,fun,This party is amazing I having a great time!
8820470456,fun,This party is amazing I having a great time!
3298384161,enthusiasm,This trip is going to be incredible I am counting down the days!
1753838535,neutral,"@xo_mcflyandjb in heaven, i'll go everywhere"
1957100044,worry,@Pickleybaby - your twitter is broken
4641896420,boredom,Everything feels slow and uninteresting today.
1695619268,relief,@sea_breez Yer please do! Have a good day!
1695221559,worry,Need to fold laundry and finish dishes... clean out the rabbit's cage too. That's about it that really needs to be done... doable
1751432438,happiness,@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!
1695312980,love,@amber_benson the Macarena never looked so good. Loved the &quot;Aaaaiieee&quot; squeak / exclamation
1962863590,worry,I think my wireless router is dieing
1693997133,happiness,@Rosiecosy Thanks for sympathy. It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow.
1753176322,worry,@MarkMayhew ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend
1753713318,happiness,happy mothers day to all the yummy mummies on twitter
1962881732,surprise,"@a_nobel ???, ???, ???, ????? ???? -- ??????"
1753481391,worry,@michau Sounds like a good five days
1750966313,happiness,"@fotojen @halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you"
1694880172,worry,"@IRON100 personally, I could not decide which election sign to place on North40 last fall : Reagan 08, TJefferson 08 or TRoosevelt 08"
1962027040,enthusiasm,Sushi joint was closed  but still had a nice lunch w/ Angel!
1695692223,enthusiasm,"New project, new mess"
1962660969,neutral,has been told shes not allowed in the sun tomorow!  either that or wear sun cream!
1753665055,neutral,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c"
6808198425,boredom,Everything feels slow and uninteresting today.
1962874892,sadness,I missed @tapulous giving away a TTC code
1964882642,surprise,@iamchinky13 are u ignoring me  gah!
1960198566,sadness,I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same
1695475523,love,@bevjones1983 I'd Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!
2738012482,boredom,Everything feels slow and uninteresting today.
1964711922,neutral,Was eating a tomato and it squirted all over me.
1960993632,relief,Had a blood test today.   Wasn't too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte &amp; a bun.Yum!
1753366020,fun,"@TeeBiscuit - crazy fun! You make that man be nice!  Sri Lanka is a spiritual place, yes?"
1695655486,neutral,First steps on Twitter. Just checking
1962742007,neutral,@apollo18 Dang! Dogs are only for central and northern CA
2008987291,fun,This party is amazing I having a great time!
1695281323,love,Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8
1695341325,happiness,if you want info on #ecomonday check out http://tinyurl.com/cpv32e &amp; follow @ecomonday . It's like #followfriday but green! (&amp; monday)
1243256897,empty,"I don""t react to anything anymore it all feels blank."
1964580312,neutral,"Colleague that &quot;helped&quot; by creating his unit's site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing."
6596874140,enthusiasm,This trip is going to be incredible I am counting down the days!
1960857150,empty,"@jenthegingerkd @c2s @cjewel @JenSchaller I like fridays generally, but class is extended today  and I'm starving :X haha &lt;/whine&gt; O:-P"
1966216487,neutral,@paulie just saw some of the photos... he had his shirt off again didn't he..
1695922312,happiness,@CursedJezzy Thanks for the mascara input. It's appreciated.
7493903462,boredom,Everything feels slow and uninteresting today.
1753482227,hate,"@worldarts I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight"
1961830363,love,@Sicknastyjessie  i know. it sucks
7316827773,enthusiasm,This trip is going to be incredible I am counting down the days!
1960577964,worry,I really need to lose weight. Anybody wanna be my exercise-buddy?
1751752157,happiness,@bumblebeex0 awesome! maybe someday I'll find a book of yours on the bestsellers list? lol
1752725710,worry,OH MY GOD STAR TREK WAS AWESOME AND I CANNOT WAIT TO SEE IT AGAIN AND AGAIN AND AGAIN. OH MY GOD. CHRIS PINE IS SMOKIN'!
1963903967,worry,STOMACH ACHE!!! Ahhhhhh
1963964048,surprise,I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me
1960673722,worry,TGIF. I don't feel good.
1753695551,neutral,@Saurabh oks  yes infact we had chatted earlier on n00b.in as well
1695477124,love,"@reemerband wooooo the tour has started yay, 13 days  have an awesome time! loved the video xD"
1752797072,sadness,i'm addicted to home
1753838867,happiness,Migrating a Sybase ASE SPARC Sun Solaris based into a Solaris x86 based. That should be fun
5912622844,anger,I am furious about what happened yesterday!
1964036819,neutral,@comedy_dave meany
1964237335,enthusiasm,"@_dritan Dam you, I want an #android, stupid only rogers"
1695344527,worry,"Passed 700,000 views of my YouTube videos"
1695442779,happiness,Listening to olivia play!!  lol!
1958096155,happiness,I soo wanna eat McDonalds Fries
1694767665,empty,Up way way way to early this am....thanks @shane_benson
1960434659,worry,The iPod is gonna die and gymnastics isn't over  boo
1960498118,neutral,@aristocat123 I should get out more often!
1751465264,relief,Chillin at a bbq gettin my drink on
1694090522,worry,@rhettroberts sexxxxxxxy  I had a silly weekend with my bff =P Fun times! Haha
1694906349,relief,@martha_s Hope you're getting all your reading done.
1751466260,neutral,Got moommy somn special for mothers day
1694495285,relief,@johnmcginn Hi John! Thanks for sharing that quote! It's soo true
1966128728,fun,did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
1965987026,sadness,OOUCHHHH I just pinched my own nipple by accident trying to fix my top
1695476093,hate,Just five more days. Five more long days. Ahh!
1751679911,fun,after prom party tonight
1963583612,empty,"63 days of summer holiday left, and they are going way too slow! When will school get here???"
1961257236,worry,asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.
1960256999,sadness,@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind
1751537402,worry,mmmm chocky cake in the oven.. smells delicious
1695310527,neutral,sAyS: wAtChInG mAtIlDa
6085272771,empty,"I don""t react to anything anymore it all feels blank."
1694513182,worry,"Star Wars day? I didn't know there was a such thing  May the force, be with you &lt;3"
4246128158,empty,"I don""t react to anything anymore it all feels blank."
1751988883,sadness,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby
1963861778,sadness,@taurenlegend it's kind of hard to see a pic of a doggie if the pic doesn't exist
1695620184,sadness,concert tonight  chackin out and not coming tomorrow!
1694347981,happiness,"@joolzgirl oh no! u must get 1!!!lol mum still isnt convinced, and we have 3"
5362089603,empty,"I don""t react to anything anymore it all feels blank."
1960198781,neutral,@erikvanbrakel company policy. Has been for the last two places I've worked at
1750999300,happiness,@WayneDaStar oh wow THANKS Wayne
1966423325,worry,at hannah montana set.... im missing tennessee ALOT today
1962517006,sadness,aww my friend just called and said that she got a better job so she won't be working with me anymore
1753804871,relief,Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.
1695344639,love,@ChipEFT Morning Chip - loved the new html format on your ezine.
1693997109,worry,"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!"
1963172473,happiness,@flahmanow  nï¿½o te vi onteeeeeeem
1695843934,neutral,Let's continue being productive today
1957037860,relief,"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
1753743487,happiness,Happy Mother's Day
1962391823,neutral,@Nigganelle yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that
1752798203,neutral,sleepin at my cousin's
1751645269,love,Happy Mothers Day to all the mums in my life and those that are not
1956971586,sadness,How are YOU convinced that I have always wanted you? What signals did I give off...damn I think I just lost another friend
1957538998,surprise,#3breakupwords you have changed
1964808062,enthusiasm,@kristenyt  that's why I need to be there...To represent the Blackberries
1962449458,sadness,@melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad
1957115476,neutral,@zaharh that sucks!  how old are you actually?
1752288652,fun,fun fun night  miss you. night tweets
1966427442,neutral,I don't wanna work!
1964820987,worry,"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now."
1753257258,worry,found @grahamcoxon's Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i'll buy a copy of the cd. i'm saving up
1694383745,happiness,"can't wait to be at home again.. let the sun shine and warm my frozen bones, please!"
1960762163,sadness,@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office
1961037196,worry,I need a bigger mp3 player... even if it pains me to say it
1963215140,sadness,lunch in the forrest ... its so baron.  fpu is so dead
1965818951,worry,@mitchelmusso i would love to call you but i live in Norway so its a little hard
1966197544,worry,@emerilizzie poor kid.  That sucks. Hopefully things look up for her soon. *hugs*
1962777924,sadness,It's Going To Be A Busy Day  And That Sucks Cause I Wanted To Spend Time With Someone Earlier Today
4922931018,fun,This party is amazing I having a great time!
1965719756,worry,@abbefied Bummer- that is a bad experience.
